fecha_referencia,anio,bimestre,consumo_total_mixto,consumo_prom_dom,consumo_total_dom,consumo_prom_mixto,consumo_total,consumo_prom,consumo_prom_no_dom,consumo_total_no_dom,indice_des,colonia,alcaldia,latitud,longitud
2019-02-28,2019,1,NA,23.1023257093,2980.2,NA,3181.34,24.1010607264,67.0466664632,201.14,ALTO,PRADO CHURUBUSCO,COYOACAN,19.3523069213,-99.1222704985
2019-02-28,2019,1,23.02,22.1982222531,998.92,23.0200004578,1049.67,22.3334042848,27.7299995422,27.73,ALTO,PRADO CHURUBUSCO,COYOACAN,19.3525186971,-99.1249885911
2019-02-28,2019,1,NA,23.1120836486,1109.38,NA,1134.35,22.687000308,12.4850001335,24.97,ALTO,PRADO CHURUBUSCO,COYOACAN,19.3526133057,-99.1288100233
2019-02-28,2019,1,NA,22.2852630302,846.84,NA,857.36,21.9835896309,10.5200004578,10.52,ALTO,PRADO CHURUBUSCO,COYOACAN,19.3528305208,-99.1292831869
2019-02-28,2019,1,NA,28.1379170269,675.31,NA,691.24,27.649600358,15.9300003052,15.93,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3532582228,-99.1325825654
2019-02-28,2019,1,NA,NA,NA,NA,0,0,0,0,POPULAR,CAMPESTRE CHURUBUSCO,COYOACAN,19.3520200809,-99.135271366
2019-02-28,2019,1,155.2,17.435000062,278.96,51.7333335876,552.68,23.0283335447,23.7040006638,118.52,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3488601302,-99.1308617333
2019-02-28,2019,1,NA,38.2724995613,153.09,NA,236.28,47.2560001373,83.1900024414,83.19,MEDIO,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,19.2459923545,-98.9950986643
2019-02-28,2019,1,NA,30.2138889631,543.85,NA,608.78,28.9895238876,21.6433334351,64.93,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.345702241,-99.1365675136
2019-02-28,2019,1,465,30.2868749052,484.59,77.5000009537,994.5,38.2500001421,11.2274998724,44.91,BAJO,PANAMERICANA,GUSTAVO A. MADERO,19.4773381359,-99.1442859247
2019-02-28,2019,1,20.06,21.5199999647,473.44,20.0599994659,519.73,21.655416593000002,26.2299995422,26.23,ALTO,COUNTRY CLUB,COYOACAN,19.3527569749,-99.1437756958
2019-02-28,2019,1,3.52,31.3923911064,1444.05,3.51999998093,1507.16,30.7583671638,29.7950000763,59.59,ALTO,COUNTRY CLUB,COYOACAN,19.3509726454,-99.1428166818
2019-02-28,2019,1,26.88,22.3364282903,938.13,26.8799991608,1055.71,21.5451018275,15.1166670322,90.7,MEDIO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3439626478,-99.1368936841
2019-02-28,2019,1,29.5,28.5679409364,971.31,29.5,1000.81,27.800277551,0,0,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3437439519,-99.1365581094
2019-02-28,2019,1,108.56,20.033269332,1041.73,54.279999733,2024.06,26.2864935584,37.9899999681,873.77,MEDIO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3446238981,-99.1352901646
2019-02-28,2019,1,NA,15.8091936111,980.17,NA,1328.6,18.2000000395,31.675454454,348.43,MEDIO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3451106679,-99.1345134685
2019-02-28,2019,1,403.07,14.0999393926,2326.49,201.535001755,2987.08,16.7813483544,23.410909436,257.52,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3453186119,-99.1335729311
2019-02-28,2019,1,NA,NA,NA,NA,28.91,14.4549996853,14.4549996853,28.91,POPULAR,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,19.2409123338,-98.9960602927
2019-02-28,2019,1,NA,25.3953846112,990.42,NA,1001.04,25.0259999931,10.6199998856,10.62,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3459389618,-99.1320070605
2019-02-28,2019,1,112.84,17.8048886405,801.22,112.839996338,972.78,19.4555997276,14.6800003052,58.72,MEDIO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3426236652,-99.1370685507
2019-02-28,2019,1,NA,28.4499999972,739.7,NA,1120.5,37.3500000993,95.2000007629,380.8,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3398747073,-99.1353924219
2019-02-28,2019,1,NA,24.4590908108,807.15,NA,856.71,25.1973528862,49.5600013733,49.56,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3399398271,-99.1358664278
2019-02-28,2019,1,226.6,30.5668416274,580.77,45.3200008392,1004.9,35.8892855304,49.3824999332,197.53,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3401324736,-99.1368133806
2019-02-28,2019,1,21.84,25.3151999283,632.88,21.8400001526,1043.43,32.6071871966,64.7849986553,388.71,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3401652665,-99.1383058352
2019-02-28,2019,1,NA,20.9371998453,523.43,NA,692.61,25.6522220903,84.5900001526,169.18,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3403651509,-99.1397221478
2019-02-28,2019,1,18.3,26.4260713373,739.93,18.2999992371,832.57,26.017812416,24.7800002098,74.34,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3405053352,-99.1406685764
2019-02-28,2019,1,184.65,22.5709437154,1196.26,184.649993896,2035.79,28.2748615344,36.3822233147,654.88,ALTO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3414340937,-99.142922295
2019-02-28,2019,1,1176.75,14.3310253926,558.91,294.187494278,1808.55,36.9091829937,12.1483332117,72.89,MEDIO,CAMPESTRE CHURUBUSCO,COYOACAN,19.3402909481,-99.1426506497
2019-02-28,2019,1,NA,26.8099994659,13431.7,NA,13431.7,26.6504161358,0,0,POPULAR,CENTRO URBANO TLALPAN (U HAB),COYOACAN,19.3387075725,-99.1420977711
2019-02-28,2019,1,296.76,27.1322223345,244.19,296.760009766,540.95,49.177273707,0,0,ALTO,EDUCACION,COYOACAN,19.3393891618,-99.1414981538
2019-02-28,2019,1,73.74,31.9049998283,319.05,73.7399978638,392.79,32.7324996789,0,0,POPULAR,EDUCACION,COYOACAN,19.338479592,-99.1364865225
2019-02-28,2019,1,NA,NA,NA,NA,176.37,88.1850013733,88.1850013733,176.37,POPULAR,AVANTE,COYOACAN,19.3266130006,-99.1353828338
2019-02-28,2019,1,189.52,28.8076189132,604.96,31.5866666039,808.94,27.8944826373,7.22999984026,14.46,POPULAR,EDUCACION,COYOACAN,19.3386191677,-99.1300187386
2019-02-28,2019,1,369.71,26.0391488988,1223.84,46.2137498856,1683.82,27.1583870226,12.8957140105,90.27,ALTO,EDUCACION,COYOACAN,19.3386036901,-99.1290146268
2019-02-28,2019,1,NA,18.8800000548,75.52,NA,115.05,23.0099997997,39.5299987793,39.53,BAJO,EDUCACION,COYOACAN,19.3372637558,-99.1280271812
2019-02-28,2019,1,1219.82,37.8897996664,1894.49,67.7677776549,3152.27,45.0324282885,18.9799995422,37.96,BAJO,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,19.3373014551,-99.1172375201
2019-02-28,2019,1,34.8,28.6588891082,773.79,17.3999996185,808.59,26.953000172,0,0,ALTO,EDUCACION,COYOACAN,19.3345593116,-99.1320164109
2019-02-28,2019,1,133.92,27.8177779516,250.36,33.4800009727,393.13,26.2086670558,4.42500019073,8.85,ALTO,EDUCACION,COYOACAN,19.3341358869,-99.1324714332
2019-02-28,2019,1,22.32,26.9399992878,592.68,22.3199996948,634.44,24.401537831,6.47999986013,19.44,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4766646777,-99.146193771
2019-02-28,2019,1,28.4,24.4771428789,171.34,28.3999996185,220.39,24.48777771,20.6499996185,20.65,ALTO,EL CENTINELA,COYOACAN,19.3362520469,-99.1412880068
2019-02-28,2019,1,NA,NA,NA,NA,611.83,203.943333944,203.943333944,611.83,POPULAR,EL CENTINELA,COYOACAN,19.3367455848,-99.1398721477
2019-02-28,2019,1,23.01,25.0308162436,1226.51,11.5050000548,1293.52,23.9540739832,14.6666663488,44,ALTO,EL CENTINELA,COYOACAN,19.3357068558,-99.1407700788
2019-02-28,2019,1,72.03,14.8772091893,639.72,72.0299987793,872.39,16.1553702288,16.0639998436,160.64,POPULAR,AVANTE,COYOACAN,19.3333988162,-99.1406947927
2019-02-28,2019,1,NA,27.2954835584,1692.32,NA,1730.08,27.4615869673,37.7599983215,37.76,POPULAR,AVANTE,COYOACAN,19.331972182,-99.1375482119
2019-02-28,2019,1,159.44,27.6840000153,276.84,22.7771429334,442.77,24.5983333588,6.48999977112,6.49,MEDIO,AVANTE,COYOACAN,19.3287792563,-99.1365678969
2019-02-28,2019,1,NA,24.3939284597,683.03,NA,706.19,21.3996968771,4.63200001419,23.16,MEDIO,AVANTE,COYOACAN,19.329123095,-99.1376068477
2019-02-28,2019,1,NA,NA,NA,NA,22296.7,22296.6992188,22296.6992188,22296.7,POPULAR,ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),COYOACAN,19.3187611903,-99.1182470115
2019-02-28,2019,1,82.02,26.4182608853,607.62,41.0099983215,697.86,26.8407691259,8.22000026703,8.22,POPULAR,AVANTE,COYOACAN,19.3292159178,-99.1324752644
2019-02-28,2019,1,32.76,20.2845455083,446.26,8.19000005722,493.77,17.0265517728,4.91666666667,14.75,ALTO,ESPARTACO,COYOACAN,19.3198281249,-99.1358477295
2019-02-28,2019,1,25.71,37.1166666667,556.75,25.7099990845,593.08,34.8870587629,10.6199998856,10.62,POPULAR,AVANTE,COYOACAN,19.3252037716,-99.1316502501
2019-02-28,2019,1,NA,31.5277272815,1387.22,NA,1407.91,30.6067391401,10.3450000286,20.69,POPULAR,AVANTE,COYOACAN,19.32531117,-99.1321629313
2019-02-28,2019,1,381.09,32.0364997864,640.73,63.5150011381,1080.82,37.2696552194,19.6666662693,59,MEDIO,EMILIANO ZAPATA,COYOACAN,19.3262436055,-99.138314999
2019-02-28,2019,1,NA,94.7300033569,189.46,NA,1749.76,291.626671473,390.075005531,1560.3,POPULAR,AVANTE,COYOACAN,19.3237804627,-99.1365783794
2019-02-28,2019,1,29.5,24.1676316889,918.37,14.7500002384,995.52,22.1226667722,9.53000001907,47.65,MEDIO,AVANTE,COYOACAN,19.3250009736,-99.1366132248
2019-02-28,2019,1,NA,21.8999998386,284.7,NA,302.64,21.6171427454,17.9400005341,17.94,POPULAR,AVANTE,COYOACAN,19.3242607768,-99.1341635642
2019-02-28,2019,1,NA,30.6694285529,1073.43,NA,1136.56,26.4316278724,7.8912498951,63.13,POPULAR,AVANTE,COYOACAN,19.3237823025,-99.1334977888
2019-02-28,2019,1,46.62,27.4296152775,713.17,23.3100004196,759.79,26.1996551053,0,0,POPULAR,AVANTE,COYOACAN,19.3232231471,-99.1325148083
2019-02-28,2019,1,52.02,27.3793334881,821.38,26.0099992752,985.38,27.3716667559,27.9950000048,111.98,ALTO,ESPARTACO,COYOACAN,19.3198175693,-99.1353144116
2019-02-28,2019,1,67.86,34.9981817657,1154.94,33.9300012589,1322.13,35.7332432624,49.6649999619,99.33,BAJO,ESPARTACO,COYOACAN,19.3197818126,-99.1336403714
2019-02-28,2019,1,915.67,18.7218181148,617.82,70.4361531184,1701.08,34.0215997314,41.8974995613,167.59,POPULAR,ESPARTACO,COYOACAN,19.3198659565,-99.1330395678
2019-02-28,2019,1,100.32,28.0374999642,448.6,50.1600008011,630.93,28.6786364046,20.5024999678,82.01,ALTO,ESPARTACO,COYOACAN,19.3183731765,-99.1342075749
2019-02-28,2019,1,3.56,29.2052939078,496.49,3.55999994278,503,25.1499998212,1.47500002384,2.95,ALTO,ESPARTACO,COYOACAN,19.3170137444,-99.1337041593
2019-02-28,2019,1,5.91,20.8128127754,666.01,5.90999984741,766.71,22.5502943993,94.7900009155,94.79,ALTO,ESPARTACO,COYOACAN,19.3157092492,-99.1354151081
2019-02-28,2019,1,453.26,33.444545605,735.78,41.2054542303,1518.41,39.9581580538,65.8740012407,329.37,BAJO,LA MAGDALENA CULHUACAN (BARR),COYOACAN,19.3415111941,-99.120243675
2019-02-28,2019,1,448.38,42.8433329463,2056.48,40.7618177587,2575.81,40.885872629,17.7374997139,70.95,BAJO,LA MAGDALENA CULHUACAN (BARR),COYOACAN,19.3410230868,-99.1182889204
2019-02-28,2019,1,69.8,29.4024991989,117.61,69.8000030518,204.88,34.1466665268,17.4699993134,17.47,POPULAR,SANTA MARTHA ACATITLA,IZTAPALAPA,19.3731185574,-99.0263504437
2019-02-28,2019,1,612.94,54.5906252563,1746.9,122.58800087,2359.84,62.1010529619,0,0,BAJO,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,19.3352483674,-99.1196802904
2019-02-28,2019,1,101.24,25.475000355,458.55,50.6200008392,599.52,27.2509094043,19.8649994135,39.73,BAJO,PANAMERICANA (AMPL),GUSTAVO A. MADERO,19.4766815655,-99.1417409286
2019-02-28,2019,1,322.82,22.2551064136,1045.99,64.5639983177,1378.84,25.0698180545,3.3433333238,10.03,ALTO,HERMOSILLO,COYOACAN,19.3456544342,-99.1276329052
2019-02-28,2019,1,295.61,24.089130101,554.05,36.9512502551,1564.17,46.0050005492,238.170008103,714.51,ALTO,HERMOSILLO,COYOACAN,19.3453045291,-99.1285771092
2019-02-28,2019,1,NA,29.4606250376,1885.48,NA,1885.48,29.0073846524,0,0,POPULAR,PRADO CHURUBUSCO,COYOACAN,19.3556591705,-99.1254055162
2019-02-28,2019,1,NA,26.9607692498,700.98,NA,797.74,27.5082757555,32.2533321381,96.76,ALTO,PRADO CHURUBUSCO,COYOACAN,19.356814968,-99.1248730909
2019-02-28,2019,1,NA,NA,NA,NA,328.04,328.040008545,328.040008545,328.04,MEDIO,PRADO CHURUBUSCO,COYOACAN,19.3554973591,-99.1246610037
2019-02-28,2019,1,36.58,34.1350003242,341.35,36.5800018311,596.96,42.6400002752,73.0099995931,219.03,ALTO,LOS OLIVOS (FRACC),COYOACAN,19.3135172864,-99.1324568694
2019-02-28,2019,1,NA,NA,NA,NA,5312.54,48.2958193346,48.2958193346,5312.54,POPULAR,LOS CIPRESES,COYOACAN,19.3211768116,-99.131637172
2019-02-28,2019,1,NA,29.5999999046,296,NA,675.96,61.4509082274,379.959991455,379.96,ALTO,LOS CIPRESES,COYOACAN,19.3193596565,-99.1269626767
2019-02-28,2019,1,NA,23.5220587113,799.75,NA,838.36,23.2877777153,19.305000782,38.61,ALTO,LOS CIPRESES,COYOACAN,19.3190318458,-99.1263054744
2019-02-28,2019,1,NA,25.0774999942,702.17,NA,721.01,23.2583870693,6.27999977022,18.84,ALTO,LOS CIPRESES,COYOACAN,19.3188587788,-99.1258372884
2019-02-28,2019,1,NA,27.3477777508,492.26,NA,931.74,46.5869995713,219.739995956,439.48,ALTO,LOS CIPRESES,COYOACAN,19.3176289258,-99.1266082689
2019-02-28,2019,1,NA,25.1103572718,703.09,NA,706.03,24.3458621954,2.94000005722,2.94,ALTO,LOS CIPRESES,COYOACAN,19.3185986207,-99.128604209
2019-02-28,2019,1,NA,NA,NA,NA,340.16,170.080001831,170.080001831,340.16,POPULAR,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4744462595,-99.1423592643
2019-02-28,2019,1,149.55,27.318181829,601,74.7749996185,817.07,24.7596969785,7.39111120171,66.52,BAJO,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.3363767228,-99.1244629832
2019-02-28,2019,1,158.1,27.399511849,1123.38,52.7000013987,1342.62,27.9712497791,15.2849998474,61.14,BAJO,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.3370096684,-99.1274803293
2019-02-28,2019,1,77.88,25.7009088776,565.42,77.8799972534,644.48,25.7791997004,0.589999973774,1.18,BAJO,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.3362903416,-99.1266899564
2019-02-28,2019,1,73.74,24.8588233555,845.2,36.8699994087,918.94,24.8362160245,0,0,POPULAR,EX EJIDO SAN FRANCISCO CULHUACAN III,COYOACAN,19.3317027716,-99.1210929675
2019-02-28,2019,1,NA,NA,NA,NA,332.17,332.170013428,332.170013428,332.17,POPULAR,EX EJIDO SAN FRANCISCO CULHUACAN III,COYOACAN,19.3307604254,-99.1221881164
2019-02-28,2019,1,131.58,23.4487497807,187.59,43.8600002925,381.75,25.45,15.6450002193,62.58,BAJO,EX EJIDO SAN FRANCISCO CULHUACAN III,COYOACAN,19.3296931028,-99.1208819654
2019-02-28,2019,1,148.68,46.0954539559,507.05,74.3400001526,820.39,54.6926664988,82.3300018311,164.66,BAJO,EX EJIDO SAN FRANCISCO CULHUACAN III,COYOACAN,19.3297688471,-99.1220349004
2019-02-28,2019,1,NA,29.7278569511,416.19,NA,496.43,29.2017645906,26.7466669083,80.24,BAJO,EX EJIDO SAN FRANCISCO CULHUACAN II,COYOACAN,19.3300290655,-99.1256895541
2019-02-28,2019,1,NA,NA,NA,NA,578.79,578.789978027,578.789978027,578.79,BAJO,EX EJIDO SAN FRANCISCO CULHUACAN II,COYOACAN,19.3308471165,-99.1252791849
2019-02-28,2019,1,NA,29.2830767265,380.68,NA,397.27,23.36882336,4.14749991894,16.59,ALTO,EX EJIDO SAN FRANCISCO CULHUACAN I,COYOACAN,19.3321618551,-99.1292456318
2019-02-28,2019,1,106.82,27.3510000944,547.02,106.819999695,665.05,30.2295455282,11.2100000381,11.21,ALTO,EX EJIDO SAN FRANCISCO CULHUACAN I,COYOACAN,19.3305699223,-99.1294767426
2019-02-28,2019,1,109.74,19.2081819014,211.29,27.4350004196,347.12,18.2694738539,6.52250015736,26.09,ALTO,EX EJIDO SAN FRANCISCO CULHUACAN I,COYOACAN,19.3304460967,-99.128957557
2019-02-28,2019,1,151.14,27.5351563096,1762.25,75.5700006485,1919.37,28.6473135094,5.98000001907,5.98,ALTO,JARDINES DE COYOACAN (FRACC),COYOACAN,19.315836493,-99.1288665888
2019-02-28,2019,1,NA,21.3459089615,469.61,NA,619.06,25.7941664209,74.7249984741,149.45,ALTO,PRADOS DE COYOACAN,COYOACAN,19.3182824409,-99.1317536411
2019-02-28,2019,1,64.32,24.9742857218,349.64,64.3199996948,606.77,25.2820833673,21.4233334462,192.81,ALTO,PRADOS DE COYOACAN,COYOACAN,19.3177692712,-99.1305090404
2019-02-28,2019,1,68.44,31.1228203651,1213.79,68.4400024414,1303.24,28.9608888202,4.20200004578,21.01,ALTO,PRESIDENTES EJIDALES PRIMERA SECCION,COYOACAN,19.32867677,-99.1297706846
2019-02-28,2019,1,18.88,30.0699996948,30.07,18.8799991608,56.62,18.8733329773,7.67000007629,7.67,POPULAR,EMILIANO ZAPATA (U HAB),COYOACAN,19.3168676605,-99.1080666311
2019-02-28,2019,1,73.17,34.641428675,727.47,73.1699981689,804.18,34.9643478394,3.53999996185,3.54,ALTO,SANTA CECILIA,COYOACAN,19.3105486415,-99.1126580345
2019-02-28,2019,1,NA,29.4648148793,795.55,NA,845,29.1379311208,24.7250003815,49.45,MEDIO,HACIENDAS DE COYOACAN (FRACC),COYOACAN,19.305853355,-99.1136247848
2019-02-28,2019,1,NA,22.366792599,1185.44,NA,1224.84,21.8721430057,13.1333335241,39.4,ALTO,LOS SAUCES (FRACC),COYOACAN,19.305482434,-99.1155750112
2019-02-28,2019,1,54,21.6043335279,648.13,54,805.83,22.3841668235,20.7399999619,103.7,MEDIO,SANTA CECILIA,COYOACAN,19.3053659733,-99.1150265102
2019-02-28,2019,1,964.17,22.6957048881,10303.8,964.16998291,12833,27.3624733702,111.78428632,1564.98,BAJO,PASEOS DE TAXQUEA II,COYOACAN,19.3395101704,-99.1242660851
2019-02-28,2019,1,NA,NA,NA,NA,2417.82,2417.82006836,2417.82006836,2417.82,POPULAR,EX HACIENDA COAPA,COYOACAN,19.310909118,-99.1357737338
2019-02-28,2019,1,406.54,28.767755197,8457.72,67.7566661835,10028.6,29.8471131701,32.3436111146,1164.37,ALTO,EX HACIENDA COAPA,COYOACAN,19.3090578365,-99.1366453065
2019-02-28,2019,1,NA,NA,NA,NA,1523.97,1523.9699707,1523.9699707,1523.97,POPULAR,EL VERGEL DE COYOACAN ( INFONAVIT EL HUESO) (U HAB),COYOACAN,19.3062582147,-99.1368561559
2019-02-28,2019,1,52.5,21.3771429573,448.92,52.5,813.33,31.2819232987,77.9775009155,311.91,ALTO,JARDINES DE COYOACAN (FRACC),COYOACAN,19.3152757879,-99.1259561108
2019-02-28,2019,1,204.72,23.3290323942,723.2,204.720001221,927.92,28.1187880437,0,0,ALTO,JARDINES DE COYOACAN (FRACC),COYOACAN,19.3128313709,-99.1276104049
2019-02-28,2019,1,NA,19.7361809524,3927.5,NA,3941.07,19.6073134788,6.78499984741,13.57,POPULAR,LOS OLIVOS (U HAB),COYOACAN,19.3126915941,-99.1348497117
2019-02-28,2019,1,NA,NA,NA,NA,4751.62,791.936688105,791.936688105,4751.62,ALTO,LOS CIPRESES,COYOACAN,19.3173892666,-99.1253219916
2019-02-28,2019,1,117.06,26.8913888931,968.09,39.0200004578,1085.15,26.4670732079,0,0,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3010001251,-99.104329697
2019-02-28,2019,1,118.6,18.319107194,1025.87,39.5333334605,1373.89,20.8165151296,32.774285044,229.42,MEDIO,VILLA QUIETUD (FRACC),COYOACAN,19.3003001333,-99.1053354185
2019-02-28,2019,1,12.4,25.6368422822,487.1,6.19999980927,786.24,34.1843480079,143.370000601,286.74,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3006154964,-99.1059540516
2019-02-28,2019,1,74.93,26.5305882622,451.02,18.7325000465,527.17,23.9622727578,1.22000002861,1.22,BAJO,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.3351786872,-99.1250485607
2019-02-28,2019,1,76.69,23.3329163591,559.99,38.345000267,659.1,23.5392854895,11.2100002766,22.42,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3005599852,-99.1064462154
2019-02-28,2019,1,18.87,30.379523686,637.97,18.8700008392,734.13,26.2189284648,12.8816664616,77.29,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3005104754,-99.1069375135
2019-02-28,2019,1,NA,24.784999758,495.7,NA,534.05,24.274999754,19.1749997139,38.35,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3007021066,-99.1073859994
2019-02-28,2019,1,NA,22.6747369264,430.82,NA,438.14,21.9070000887,7.32000017166,7.32,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3047350816,-99.1048629038
2019-02-28,2019,1,NA,29.8695997238,746.74,NA,746.74,28.7207689652,0,0,ALTO,VILLA QUIETUD (FRACC),COYOACAN,19.3015481508,-99.1066195289
2019-02-28,2019,1,92.4,26.0204761596,546.43,46.1999988556,656.76,24.3244443337,4.48249998689,17.93,BAJO,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.3349939572,-99.1238664546
2019-02-28,2019,1,81.42,20.4033334255,673.31,81.4199981689,768.5,19.7051282357,2.75399999619,13.77,BAJO,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),COYOACAN,19.334004735,-99.1252550053
2019-02-28,2019,1,17.7,23.033749938,368.54,17.7000007629,393.91,21.8838888804,7.67000007629,7.67,ALTO,LOS CIPRESES,COYOACAN,19.3195585284,-99.1289360981
2019-02-28,2019,1,NA,22.3948000807,559.87,NA,566.36,21.7830769918,6.48999977112,6.49,ALTO,PASEOS DE TAXQUEA I,COYOACAN,19.3479627107,-99.1208397582
2019-02-28,2019,1,NA,26.909117888,1829.82,NA,1829.82,26.5191306722,0,0,ALTO,HERMOSILLO,COYOACAN,19.3446120092,-99.1268828438
2019-02-28,2019,1,38.37,20.3500000954,101.75,19.1849999428,183.95,20.4388890929,21.9150007367,43.83,BAJO,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,19.4735901137,-99.1445286709
2019-02-28,2019,1,172.36,31.2938888338,563.29,86.1800003052,737.86,35.1361904598,2.21000003815,2.21,BAJO,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,19.4733762305,-99.1436110202
2019-02-28,2019,1,472.36,51.2130781504,665.77,47.2359996319,1193.14,41.1427590354,9.16833329201,55.01,BAJO,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,19.4729774214,-99.1418370336
2019-02-28,2019,1,209.31,18.0230000257,360.46,69.7699983915,1073.05,41.2711537664,167.760000745,503.28,MEDIO,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,19.4726233194,-99.140196076
2019-02-28,2019,1,250.72,11.8000001907,23.6,35.8171435765,382.12,34.7381820679,53.8999986649,107.8,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4755922149,-99.1463810624
2019-02-28,2019,1,368.08,29.4231245965,941.54,46.0099995136,1319.06,32.1721947019,9.43999958038,9.44,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4740671328,-99.140724355
2019-02-28,2019,1,NA,33.4288236043,568.29,NA,568.9,28.4450000644,0.203333338102,0.61,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4749011498,-99.1443039819
2019-02-28,2019,1,135.82,26.4476926143,343.82,45.2733332316,483.43,25.4436844023,1.26333332062,3.79,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.47637177,-99.1449087716
2019-02-28,2019,1,120.35,28.6383332411,343.66,40.1166674296,465.72,27.3952941895,0.855000019073,1.71,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4762501999,-99.1444929494
2019-02-28,2019,1,251.79,46.2981247902,740.77,50.3580001831,1030.54,42.9391666253,12.6600004832,37.98,MEDIO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4758326652,-99.1427926945
2019-02-28,2019,1,157.28,29.9090908224,329,52.4266662598,488.05,32.5366665204,1.76999998093,1.77,BAJO,DEFENSORES DE LA REPUBLICA,GUSTAVO A. MADERO,19.4755256938,-99.1415129726
2019-02-28,2019,1,103.41,49.7219996929,497.22,20.6820001543,610.66,38.1662498396,10.029999733,10.03,BAJO,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,19.4777780189,-99.1459815208
2019-02-28,2019,1,78.47,29.3125001788,117.25,26.1566670736,209.82,23.3133335908,7.05000019073,14.1,MEDIO,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,19.4794664428,-99.1461042666
2019-02-28,2019,1,207.26,29.6539129485,682.04,51.8150000572,905.81,31.2348275267,8.25500011444,16.51,ALTO,PANAMERICANA,GUSTAVO A. MADERO,19.4802627925,-99.1450691483
2019-02-28,2019,1,160.18,61.8912508488,495.13,40.0450000763,680.61,42.5381254926,6.3250001967,25.3,BAJO,PANAMERICANA,GUSTAVO A. MADERO,19.4797662627,-99.1417665049
2019-02-28,2019,1,176.06,24.0728571869,505.53,29.3433333238,684.86,24.4592857446,3.26999998093,3.27,MEDIO,PANAMERICANA,GUSTAVO A. MADERO,19.4800673796,-99.1442019984
2019-02-28,2019,1,175.2,30.0483998394,751.21,87.6000022888,930.79,32.0962069199,2.19000005722,4.38,MEDIO,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,19.4808234407,-99.1471811469
2019-02-28,2019,1,165.9,48.5233343177,436.71,55.3000005086,608.51,46.8084623447,5.90000009537,5.9,POPULAR,PANAMERICANA,GUSTAVO A. MADERO,19.4790279766,-99.1419930476
2019-02-28,2019,1,168.15,24.8649998943,745.95,56.0499998728,1013.55,27.3932432194,24.8625006676,99.45,MEDIO,LINDAVISTA I,GUSTAVO A. MADERO,19.4924582082,-99.1362048155
